#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
187453	851827	854749	32291	34931	YDR240C	YIL061C	SNU56	SNP1	MUD10|L000004362	U1-70K|L000001954	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03782	-	NP_010526	Q00916	-	NP_012203	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187454	851827	852896	32291	33256	YDR240C	YGR013W	SNU56	SNU71	MUD10|L000004362	L000004363	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03782	-	NP_010526	P53207	-	NP_011527	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187455	851827	855155	32291	35302	YDR240C	YMR125W	SNU56	STO1	MUD10|L000004362	CBC1|CBP80|GCR3|SUT1|L000002131	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03782	-	NP_010526	P34160	-	NP_013844	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187456	852084	856919	32526	36925	YDR473C	YER172C	PRP3	BRR2	RNA3|L000001496	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P32639	-	NP_011099	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187457	852084	856197	32526	36253	YDR473C	YPR082C	PRP3	DIB1	RNA3|L000001496	SNU16|L000004542	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q06819	-	NP_015407	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187458	852084	852983	32526	33334	YDR473C	YGR091W	PRP3	PRP31	RNA3|L000001496	L000002947	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P49704	-	NP_011605	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187459	852084	852966	32526	33317	YDR473C	YGR075C	PRP3	PRP38	RNA3|L000001496	L000001510	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q00723	-	NP_011589	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187460	852084	856307	32526	36350	YDR473C	YPR178W	PRP3	PRP4	RNA3|L000001496	RNA4|L000001497	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P20053	-	NP_015504	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187461	852084	852344	32526	32756	YDR473C	YBR055C	PRP3	PRP6	RNA3|L000001496	RNA6|TSM7269|L000001499	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P19735	-	NP_009611	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187462	852084	856570	32526	36599	YDR473C	YHR165C	PRP3	PRP8	RNA3|L000001496	DBF3|DNA39|RNA8|SLT21|USA2|U4/U6-U5 snRNP complex component PRP8|L000001500|L000003226	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P33334	-	NP_012035	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187463	852084	856751	32526	36764	YDR473C	YER029C	PRP3	SMB1	RNA3|L000001496	Sm B|SmB|L000004361	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P40018	-	NP_010946	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187464	852084	852964	32526	33316	YDR473C	YGR074W	PRP3	SMD1	RNA3|L000001496	SPP92|L000001928	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q02260	-	NP_011588	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187465	852084	850981	32526	31543	YDR473C	YLR275W	PRP3	SMD2	RNA3|L000001496	Sm D2|L000004145	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q06217	-	NP_013377	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187466	852084	850839	32526	31416	YDR473C	YLR147C	PRP3	SMD3	RNA3|L000001496	SLT16|Sm D3|L000001929	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P43321	-	NP_013248	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187467	852084	853681	32526	33965	YDR473C	YKL173W	PRP3	SNU114	RNA3|L000001496	GIN10|U5 snRNP GTPase SNU114|L000003541	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P36048	-	NP_012748	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187468	852084	851460	32526	31964	YDR473C	YDL098C	PRP3	SNU23	RNA3|L000001496	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q12368	-	NP_010185	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187469	852084	854485	32526	34697	YDR473C	YOR308C	PRP3	SNU66	RNA3|L000001496	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	Q12420	-	NP_014953	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187470	852084	852449	32526	32851	YDR473C	YBR152W	PRP3	SPP381	RNA3|L000001496	L000004711	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03338	-	NP_010761	P38282	-	NP_009710	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187471	856751	852205	36764	32628	YER029C	YBL074C	SMB1	AAR2	Sm B|SmB|L000004361	L000000008	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P32357	-	NP_009479	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187472	856751	856919	36764	36925	YER029C	YER172C	SMB1	BRR2	Sm B|SmB|L000004361	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P32639	-	NP_011099	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187473	856751	855925	36764	36005	YER029C	YPL178W	SMB1	CBC2	Sm B|SmB|L000004361	CBP20|MUD13|SAE1|L000002891|L000004111	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q08920	-	NP_015147	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187474	856751	853546	36764	33839	YER029C	YJR084W	SMB1	YJR084W	Sm B|SmB|L000004361	CSN12|S000007581	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P47130	-	NP_012617	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187475	856751	855281	36764	35419	YER029C	YMR240C	SMB1	CUS1	Sm B|SmB|L000004361	L000002833	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q02554	-	NP_013967	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187476	856751	856197	36764	36253	YER029C	YPR082C	SMB1	DIB1	Sm B|SmB|L000004361	SNU16|L000004542	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q06819	-	NP_015407	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187477	856751	855332	36764	35468	YER029C	YMR288W	SMB1	HSH155	Sm B|SmB|L000004361	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P49955	-	NP_014015	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187478	856751	854497	36764	34705	YER029C	YOR319W	SMB1	HSH49	Sm B|SmB|L000004361	L000003014	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187479	856751	855888	36764	35972	YER029C	YPL213W	SMB1	LEA1	Sm B|SmB|L000004361	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q08963	-	NP_015111	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187480	856751	851471	36764	31973	YER029C	YDL087C	SMB1	LUC7	Sm B|SmB|L000004361	EPE1|EXM2|L000003348	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q07508	-	NP_010196	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187481	856751	854826	36764	35001	YER029C	YIR009W	SMB1	MSL1	Sm B|SmB|L000004361	YIB9|YIB9w|L000004502	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P40567	-	NP_012274	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187482	856751	852416	36764	32821	YER029C	YBR119W	SMB1	MUD1	Sm B|SmB|L000004361	U1A|U1-A|L000001217	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P32605	-	NP_009677	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187483	856751	856486	36764	36521	YER029C	YHR086W	SMB1	NAM8	Sm B|SmB|L000004361	MRE2|MUD15|L000001147|L000001230	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q00539	-	NP_011954	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187484	856751	856912	36764	36918	YER029C	YER165W	SMB1	PAB1	Sm B|SmB|L000004361	polyadenylate-binding protein|L000001327	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P04147	-	NP_011092	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187485	856751	851518	36764	32016	YER029C	YDL043C	SMB1	PRP11	Sm B|SmB|L000004361	RNA11|L000001502	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q07350	-	NP_010241	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187486	856751	853227	36764	33555	YER029C	YJL203W	SMB1	PRP21	Sm B|SmB|L000004361	SPP91|L000001507	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P32524	-	NP_012332	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187487	856751	852983	36764	33334	YER029C	YGR091W	SMB1	PRP31	Sm B|SmB|L000004361	L000002947	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P49704	-	NP_011605	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187488	856751	854960	36764	35122	YER029C	YML046W	SMB1	PRP39	Sm B|SmB|L000004361	L000001511	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P39682	-	NP_013667	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187489	856751	856307	36764	36350	YER029C	YPR178W	SMB1	PRP4	Sm B|SmB|L000004361	RNA4|L000001497	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P20053	-	NP_015504	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187490	856751	853857	36764	34120	YER029C	YKL012W	SMB1	PRP40	Sm B|SmB|L000004361	L000003078	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P33203	-	NP_012913	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187491	856751	851821	36764	32286	YER029C	YDR235W	SMB1	PRP42	Sm B|SmB|L000004361	MUD16|SNU65|L000003969	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q03776	-	NP_010521	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187492	856751	852344	36764	32756	YER029C	YBR055C	SMB1	PRP6	Sm B|SmB|L000004361	RNA6|TSM7269|L000001499	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P19735	-	NP_009611	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187493	856751	856570	36764	36599	YER029C	YHR165C	SMB1	PRP8	Sm B|SmB|L000004361	DBF3|DNA39|RNA8|SLT21|USA2|U4/U6-U5 snRNP complex component PRP8|L000001500|L000003226	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P33334	-	NP_012035	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187494	856751	851531	36764	32026	YER029C	YDL030W	SMB1	PRP9	Sm B|SmB|L000004361	L000001501	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P19736	-	NP_010254	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187495	856751	854956	36764	35119	YER029C	YML049C	SMB1	RSE1	Sm B|SmB|L000004361	L000004030	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q04693	-	NP_013663	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187496	856751	852964	36764	33316	YER029C	YGR074W	SMB1	SMD1	Sm B|SmB|L000004361	SPP92|L000001928	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q02260	-	NP_011588	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187497	856751	850981	36764	31543	YER029C	YLR275W	SMB1	SMD2	Sm B|SmB|L000004361	Sm D2|L000004145	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q06217	-	NP_013377	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187498	856751	854749	36764	34931	YER029C	YIL061C	SMB1	SNP1	Sm B|SmB|L000004361	U1-70K|L000001954	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q00916	-	NP_012203	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187499	856751	856216	36764	36267	YER029C	YPR101W	SMB1	SNT309	Sm B|SmB|L000004361	NTC25|L000004269	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q06091	-	NP_015426	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187500	856751	853681	36764	33965	YER029C	YKL173W	SMB1	SNU114	Sm B|SmB|L000004361	GIN10|U5 snRNP GTPase SNU114|L000003541	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P36048	-	NP_012748	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187501	856751	851460	36764	31964	YER029C	YDL098C	SMB1	SNU23	Sm B|SmB|L000004361	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q12368	-	NP_010185	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187502	856751	852896	36764	33256	YER029C	YGR013W	SMB1	SNU71	Sm B|SmB|L000004361	L000004363	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P53207	-	NP_011527	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187503	856751	855155	36764	35302	YER029C	YMR125W	SMB1	STO1	Sm B|SmB|L000004361	CBC1|CBP80|GCR3|SUT1|L000002131	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P34160	-	NP_013844	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187504	856751	853071	36764	33414	YER029C	YGR162W	SMB1	TIF4631	Sm B|SmB|L000004361	eiF4G1|L000002309	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P39935	-	NP_011678	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187505	856751	852170	36764	32599	YER029C	YBL104C	SMB1	SEA4	Sm B|SmB|L000004361	YBL103C-A	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	P38164	-	NP_009446	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187506	856751	851005	36764	31562	YER029C	YLR298C	SMB1	YHC1	Sm B|SmB|L000004361	U1C|U1-C|L000004161	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q05900	-	NP_013401	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187507	856751	851143	36764	31683	YER029C	YLR424W	SMB1	SPP382	Sm B|SmB|L000004361	CCF8|NTR1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40018	-	NP_010946	Q06411	-	NP_013528	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187508	856919	855281	36925	35419	YER172C	YMR240C	BRR2	CUS1	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	L000002833	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	Q02554	-	NP_013967	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187509	856919	856197	36925	36253	YER172C	YPR082C	BRR2	DIB1	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	SNU16|L000004542	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	Q06819	-	NP_015407	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187510	856919	855332	36925	35468	YER172C	YMR288W	BRR2	HSH155	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P49955	-	NP_014015	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187511	856919	855888	36925	35972	YER172C	YPL213W	BRR2	LEA1	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	Q08963	-	NP_015111	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187512	856919	856912	36925	36918	YER172C	YER165W	BRR2	PAB1	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	polyadenylate-binding protein|L000001327	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P04147	-	NP_011092	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187513	856919	853227	36925	33555	YER172C	YJL203W	BRR2	PRP21	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	SPP91|L000001507	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P32524	-	NP_012332	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187514	856919	852084	36925	32526	YER172C	YDR473C	BRR2	PRP3	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	RNA3|L000001496	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	Q03338	-	NP_010761	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187515	856919	852983	36925	33334	YER172C	YGR091W	BRR2	PRP31	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	L000002947	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P49704	-	NP_011605	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187516	856919	854960	36925	35122	YER172C	YML046W	BRR2	PRP39	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	L000001511	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P39682	-	NP_013667	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187517	856919	856307	36925	36350	YER172C	YPR178W	BRR2	PRP4	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	RNA4|L000001497	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P20053	-	NP_015504	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187518	856919	852344	36925	32756	YER172C	YBR055C	BRR2	PRP6	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	RNA6|TSM7269|L000001499	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P19735	-	NP_009611	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
187519	856919	856570	36925	36599	YER172C	YHR165C	BRR2	PRP8	PRP44|RSS1|SLT22|SNU246|L000003100|L000003283	DBF3|DNA39|RNA8|SLT21|USA2|U4/U6-U5 snRNP complex component PRP8|L000001500|L000003226	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32639	-	NP_011099	P33334	-	NP_012035	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
